,0,1,2,3,4,5,6,7
0,-2.1758431827518105,-0.7148430192575634,-1.911347578639173,2.8377634074097147,-1.2453955676432258,-0.9421284306862947,2.231843977072777,-1.0810231118210967
1,-2.125744890203408,0.3963702880022399,-1.8139384735241002,1.1907639982485299,2.7897612291810936,0.3498970037534676,-0.9005570881583395,-1.7305965531010075
2,-1.7887613881453874,0.40071204875010963,-0.3208551018677761,1.7984482920188982,-0.603868616591154,1.079606838700423,-1.3721318135049045,2.8748583258590448
3,-1.842039665861157,0.9161397782495314,-0.17303079313755376,1.4129426741566216,-0.42469752767547997,0.9627225627712249,-0.6600609722050058,2.3253387268526184
4,-1.4759232373562274,0.7441463437973919,1.2458283521683422,0.2140830974480166,-0.3764642665069918,0.2745113588998406,0.3557193743621291,0.09715060532746284
5,-1.1794068520017498,-0.007267924747903219,2.355630363253264,-0.06870131939555603,0.8405463019402641,1.1910615728976235,0.19434876063078113,0.33389410176127166
6,-0.8596050817826856,0.6457369116420398,2.357896490743542,-0.22371484678670003,-1.1379921870671559,0.812417441997944,-0.1484877628945279,-1.2942021723072237
7,-1.2206703672404609,0.743464950398883,1.5633500072205173,-0.25817127376283977,-1.0358817297039697,0.07014188651781493,-0.2889842887556674,-1.2805855698788546
8,-1.08575236173324,0.2897175607668255,1.7631915645633962,-1.052660048641771,0.37120674084319916,-0.5953881572341321,-1.2492873559471043,0.8607984994793925
9,-1.175987014530691,0.525511353779873,-0.5325122781133247,-1.0508931318716972,0.44617637382005004,1.536147664507449,0.27651975148747576,-1.8725006795049584
10,-0.4900767026184679,0.19563680861568003,0.47724896061593136,-0.45931069720414924,-0.8598125787167898,-1.351391184025751,1.3508853141926636,-0.67307201547783
11,-0.608065364897586,-0.6278759227598485,0.3595537218557423,-0.7400126828171775,-1.5118582416361248,-0.6760653892071421,0.06878421697714239,-1.0864333757868951
12,-0.6828909790168465,0.6404886798195253,0.17445749871684293,-0.9775913919620556,0.8992533219232199,-2.152478492997449,-0.14120346133616213,-0.4626129895045436
